index,Age,Population,Year
72,72,1084673.9999999993,1966
73,73,1026982.9999999997,1966
74,74,953532.0000000003,1966
75,75,872069.9999999997,1966
76,76,792291.0000000001,1966
77,77,715539.0000000001,1966
78,78,643002.0000000006,1966
79,79,576689.0000000005,1966
80,80,518161.99999999977,1966
81,81,460260.99999999994,1966
82,82,404604.0000000001,1966
83,83,352128.0,1966
84,84,303251.9999999998,1966
85,85,186622.55067406752,1966
86,86,114848.15125718855,1966
87,87,70677.79427250364,1966
88,88,43495.115601483194,1966
89,89,26766.746845302394,1966
90,90,16472.017446867452,1966
91,91,10136.584809549347,1966
92,92,6237.724999975556,1966
93,93,3838.345401939999,1966
94,94,2361.7541068817036,1966
95,95,1453.0517679825036,1966
96,96,893.8313909666191,1966
97,97,549.6841199816822,1966
98,98,337.8940118343618,1966
99,99,207.5572238055618,1966
100,100,127.34725336705671,1966
0,0,,1967
1,1,3535545.9999999977,1967
2,2,3688418.0000000033,1967
3,3,3884351.000000003,1967
4,4,4004193.999999998,1967
5,5,4072240.000000002,1967
6,6,4165426.0000000033,1967
7,7,4107922.0,1967
8,8,4065534.0000000033,1967
9,9,4121977.9999999986,1967
10,10,4243903.999999999,1967
11,11,3998066.0,1967
12,12,3972966.9999999967,1967
13,13,3881398.9999999995,1967
14,14,3866498.0000000014,1967
15,15,3748477.999999998,1967
16,16,3616414.000000002,1967
17,17,3503825.9999999995,1967
18,18,3544889.000000002,1967
19,19,3534167.9999999986,1967
20,20,3882941.0,1967
21,21,2776018.0,1967
22,22,2777109.0000000023,1967
23,23,2788577.999999999,1967
24,24,3023227.0,1967
25,25,2646285.999999998,1967
26,26,2473979.9999999986,1967
27,27,2359639.0000000014,1967
28,28,2324541.000000002,1967
29,29,2288827.9999999986,1967
30,30,2310986.000000001,1967
31,31,2197970.999999999,1967
32,32,2207215.0,1967
33,33,2132456.0,1967
34,34,2214306.000000001,1967
35,35,2262956.999999998,1967
36,36,2297496.999999998,1967
37,37,2325766.000000002,1967
38,38,2367326.9999999995,1967
39,39,2409301.000000002,1967
40,40,2441743.9999999986,1967
41,41,2464689.999999998,1967
42,42,2482103.999999998,1967
43,43,2495653.000000002,1967
44,44,2491117.0000000014,1967
45,45,2459682.0000000005,1967
46,46,2406418.000000002,1967
47,47,2348920.0000000005,1967
48,48,2289115.0,1967
49,49,2235902.0000000014,1967
50,50,2197883.000000002,1967
51,51,2170767.999999999,1967
52,52,2142440.9999999986,1967
53,53,2110896.000000001,1967
54,54,2077792.0,1967
55,55,2042681.0000000016,1967
56,56,2006225.0000000014,1967
57,57,1961818.0,1967
58,58,1910263.9999999984,1967
59,59,1844667.0,1967
60,60,1763860.9999999993,1967
61,61,1669258.000000001,1967
62,62,1584234.000000001,1967
63,63,1512742.0000000012,1967
64,64,1456618.999999999,1967
65,65,1414629.0000000005,1967
66,66,1383450.9999999995,1967
67,67,1346416.0000000002,1967
68,68,1297144.0000000002,1967
69,69,1241462.0000000007,1967
70,70,1186609.0000000005,1967
71,71,1135613.0000000005,1967
72,72,1081946.0000000002,1967
73,73,1028250.0000000005,1967
74,74,966959.9999999993,1967
75,75,894893.0000000002,1967
76,76,814050.0000000005,1967
77,77,735658.9999999999,1967
78,78,660983.0000000005,1967
79,79,591131.0,1967
80,80,530576.0,1967
81,81,472767.0000000003,1967
82,82,418377.00000000006,1967
83,83,366463.9999999999,1967
84,84,317793.0000000002,1967
85,85,195219.17834665338,1967
86,86,119922.34038307561,1967
87,87,73667.65295603563,1967
88,88,45253.496839572115,1967
89,89,27798.741165690117,1967
90,90,17076.321876299782,1967
91,91,10489.56251022503,1967
92,92,6443.330239723976,1967
93,93,3957.7383610881434,1967
94,94,2430.844556157026,1967
95,95,1492.8769390369598,1967
96,96,916.6854266183369,1967
97,97,562.732205927602,1967
98,98,345.2994952105411,1967
99,99,211.73104343177607,1967
100,100,129.6802275644628,1967
0,0,,1968
1,1,3430838.0,1968
2,2,3471494.999999999,1968
3,3,3709110.0000000014,1968
4,4,3935584.000000002,1968
5,5,3995170.9999999967,1968
6,6,4078801.999999998,1968
7,7,4183649.0000000033,1968
8,8,4048616.0000000014,1968
9,9,4108107.9999999967,1968
10,10,4264703.0,1968
11,11,4140607.0000000014,1968
12,12,4020126.0000000014,1968
13,13,3964708.0000000014,1968
14,14,3967100.000000003,1968
15,15,3850539.999999998,1968
16,16,3715304.9999999986,1968
17,17,3640360.0000000005,1968
18,18,3539052.999999997,1968
19,19,3558084.0000000023,1968
20,20,3619894.000000003,1968
21,21,3811491.9999999986,1968
22,22,2746997.9999999995,1968
23,23,2747092.9999999986,1968
24,24,2860687.000000001,1968
25,25,2997170.999999998,1968
26,26,2617403.000000002,1968
27,27,2497785.9999999995,1968
28,28,2365794.000000001,1968
29,29,2321733.0000000014,1968
30,30,2398208.000000002,1968
31,31,2221420.999999999,1968
32,32,2207531.000000001,1968
33,33,2191378.0,1968
34,34,2171326.0000000005,1968
35,35,2210159.999999999,1968
36,36,2260707.0000000005,1968
37,37,2295438.9999999995,1968
38,38,2325478.9999999986,1968
39,39,2368058.999999999,1968
40,40,2409347.0000000005,1968
41,41,2441740.0000000014,1968
42,42,2461819.9999999986,1968
43,43,2474241.000000002,1968
44,44,2483718.9999999986,1968
45,45,2477717.9999999986,1968
46,46,2443940.0,1968
47,47,2391176.0,1968
48,48,2337169.9999999986,1968
49,49,2281190.0,1968
50,50,2229848.0000000014,1968
51,51,2193100.0000000014,1968
52,52,2167181.999999998,1968
53,53,2136802.9999999986,1968
54,54,2099908.0000000005,1968
55,55,2061296.0000000002,1968
56,56,2022374.0000000005,1968
57,57,1976557.0000000012,1968
58,58,1922765.000000001,1968
59,59,1868127.0000000016,1968
60,60,1805981.000000001,1968
61,61,1723214.9999999993,1968
62,62,1638593.0000000005,1968
63,63,1567037.9999999993,1968
64,64,1501981.0000000014,1968
65,65,1442779.0000000002,1968
66,66,1398651.999999999,1968
67,67,1360787.9999999995,1968
68,68,1312478.000000001,1968
69,69,1254376.0000000005,1968
70,70,1195292.9999999995,1968
71,71,1140178.0,1968
72,72,1083810.9999999993,1968
73,73,1024027.9999999992,1968
74,74,966364.9999999993,1968
75,75,906224.9999999999,1968
76,76,834264.9999999995,1968
77,77,754708.0000000005,1968
78,78,678393.0000000003,1968
79,79,606491.0000000001,1968
80,80,542969.0000000002,1968
81,81,482998.99999999965,1968
82,82,429073.0000000002,1968
83,83,378951.0000000001,1968
84,84,331616.0000000001,1968
85,85,203377.29493894483,1968
86,86,124729.42953851106,1968
87,87,76495.26553085193,1968
88,88,46913.603451757415,1968
89,89,28771.385184580875,1968
90,90,17644.89463195977,1968
91,91,10821.098875872656,1968
92,92,6636.114553945207,1968
93,93,4069.494097998086,1968
94,94,2495.4044340606465,1968
95,95,1530.0266882496214,1968
96,96,937.9675359291814,1968
97,97,574.8619626264615,1968
98,98,352.1719546318918,1968
99,99,215.59779189030874,1968
100,100,131.8378509008625,1968
0,0,,1969
1,1,3345776.9999999986,1969
2,2,3364853.0000000023,1969
3,3,3493737.0000000005,1969
4,4,3758584.000000002,1969
5,5,3923087.999999999,1969
6,6,4007177.999999999,1969
7,7,4093268.0000000014,1969
8,8,4125568.9999999986,1969
9,9,4093621.999999999,1969
10,10,4262864.999999997,1969
11,11,4145704.999999997,1969
12,12,4165280.0000000014,1969
13,13,4019791.9999999995,1969
14,14,4047383.0000000005,1969
15,15,3955995.9999999977,1969
16,16,3819365.999999998,1969
17,17,3737682.000000003,1969
18,18,3676104.9999999995,1969
19,19,3567070.0000000005,1969
20,20,3642408.000000001,1969
21,21,3540174.9999999995,1969
22,22,3761492.9999999977,1969
23,23,2711236.999999998,1969
24,24,2824479.999999999,1969
25,25,2829894.9999999986,1969
26,26,2956787.9999999977,1969
27,27,2642287.999999998,1969
28,28,2501600.999999998,1969
29,29,2359906.000000001,1969
30,30,2444035.000000002,1969
31,31,2291000.9999999995,1969
32,32,2231047.0000000005,1969
33,33,2188598.0000000005,1969
34,34,2235510.999999998,1969
35,35,2165933.0000000014,1969
36,36,2206834.999999998,1969
37,37,2257746.0000000014,1969
38,38,2294773.0000000005,1969
39,39,2326226.0,1969
40,40,2368231.9999999995,1969
41,41,2409686.999999999,1969
42,42,2438891.0,1969
43,43,2453350.0000000014,1969
44,44,2461378.0000000005,1969
45,45,2469363.000000001,1969
46,46,2460506.999999998,1969
47,47,2428584.9999999986,1969
48,48,2381534.9999999986,1969
49,49,2332481.0000000014,1969
50,50,2277865.999999998,1969
51,51,2228110.999999999,1969
52,52,2189983.999999999,1969
53,53,2158263.0000000014,1969
54,54,2120392.9999999986,1969
55,55,2078471.0,1969
56,56,2035955.999999999,1969
57,57,1989459.9999999986,1969
58,58,1937144.9999999995,1969
59,59,1881959.999999999,1969
60,60,1830333.0,1969
61,61,1765603.9999999986,1969
62,62,1692901.9999999995,1969
63,63,1621868.0000000014,1969
64,64,1556697.9999999986,1969
65,65,1488119.9999999988,1969
66,66,1426483.9999999995,1969
67,67,1374515.9999999998,1969
68,68,1324240.0000000002,1969
69,69,1266545.999999999,1969
70,70,1205142.9999999998,1969
71,71,1146135.9999999995,1969
72,72,1085805.0000000007,1969
73,73,1023646.9999999997,1969
74,74,960394.0000000008,1969
75,75,904503.0000000002,1969
76,76,844551.0000000006,1969
77,77,774173.9999999998,1969
78,78,697112.0000000003,1969
79,79,623925.9999999998,1969
80,80,559028.9999999995,1969
81,81,495767.0000000003,1969
82,82,439600.0000000003,1969
83,83,389644.9999999997,1969
84,84,343637.0000000002,1969
85,85,210461.2524974856,1969
86,86,128897.31661898673,1969
87,87,78943.20890229243,1969
88,88,48348.64709144065,1969
89,89,29610.90448763844,1969
90,90,18134.910810820613,1969
91,91,11106.399764690785,1969
92,92,6801.764461051626,1969
93,93,4165.376045963392,1969
94,94,2550.711066252923,1969
95,95,1561.8040517240515,1969
96,96,956.1446142104204,1969
97,97,585.2064482756908,1969
98,98,358.02411704366983,1969
99,99,218.88553179197748,1969
100,100,133.6696358160243,1969
0,0,,1970
1,1,3401441.999999999,1970
2,2,3295269.9999999995,1970
3,3,3406502.0,1970
4,4,3554881.0000000014,1970
5,5,3756968.9999999967,1970
6,6,3946318.9999999967,1970
7,7,4019585.0000000033,1970
8,8,4032394.0000000023,1970
9,9,4164169.9999999986,1970
10,10,4263920.999999999,1970
11,11,4138931.9999999986,1970
12,12,4175164.9999999986,1970
13,13,4174574.000000001,1970
14,14,4100251.0000000014,1970
15,15,4043855.0000000033,1970
16,16,3931856.0000000033,1970
17,17,3847703.000000001,1970
18,18,3781498.999999999,1970
19,19,3728184.0000000023,1970
20,20,3653487.9999999967,1970
21,21,3556227.0000000023,1970
22,22,3494641.999999997,1970
23,23,3716090.9999999977,1970
24,24,2781657.999999998,1970
25,25,2802150.999999999,1970
26,26,2804268.000000001,1970
27,27,3000699.0000000005,1970
28,28,2641862.999999998,1970
29,29,2487167.000000001,1970
30,30,2487627.9999999977,1970
31,31,2320918.000000002,1970
32,32,2305214.9999999995,1970
33,33,2218979.000000001,1970
34,34,2254644.0,1970
35,35,2225239.0000000005,1970
36,36,2184808.9999999986,1970
37,37,2222056.999999998,1970
38,38,2230004.0000000005,1970
39,39,2292567.0000000005,1970
40,40,2422720.9999999995,1970
41,41,2363323.000000001,1970
42,42,2397820.9999999995,1970
43,43,2392199.0000000014,1970
44,44,2418911.9999999986,1970
45,45,2465963.999999999,1970
46,46,2433300.9999999986,1970
47,47,2415764.999999998,1970
48,48,2448256.0000000005,1970
49,49,2387341.000000002,1970
50,50,2427106.0000000005,1970
51,51,2299962.999999999,1970
52,52,2199244.999999998,1970
53,53,2130839.000000001,1970
54,54,2108621.9999999986,1970
55,55,2105905.9999999995,1970
56,56,2050272.9999999986,1970
57,57,2010441.9999999993,1970
58,58,1942941.0000000002,1970
59,59,1896913.9999999986,1970
60,60,1912080.0000000014,1970
61,61,1791616.000000001,1970
62,62,1732995.9999999986,1970
63,63,1640281.0000000007,1970
64,64,1598735.999999999,1970
65,65,1550070.9999999995,1970
66,66,1475304.9999999998,1970
67,67,1408964.999999999,1970
68,68,1287307.9999999993,1970
69,69,1304600.0000000005,1970
70,70,1271974.0,1970
71,71,1146673.0000000002,1970
72,72,1056581.9999999998,1970
73,73,1013177.9999999992,1970
74,74,978334.0000000006,1970
75,75,919310.0000000001,1970
76,76,839268.0000000005,1970
77,77,787600.0000000006,1970
78,78,699225.0000000001,1970
79,79,625560.9999999995,1970
80,80,605553.9999999997,1970
81,81,539114.0000000002,1970
82,82,445988.99999999965,1970
83,83,382692.9999999998,1970
84,84,338932.00000000006,1970
85,85,207689.7568471886,1970
86,86,127267.37009013019,1970
87,87,77986.28393731856,1970
88,88,47787.90820722182,1970
89,89,29283.001600489544,1970
90,90,17943.598064868147,1970
91,91,10995.058670625369,1970
92,92,6737.14514266322,1970
93,93,4127.988515210769,1970
94,94,2529.1541889915557,1970
95,95,1549.4233534407695,1970
96,96,949.0656463362077,1970
97,97,581.179525576089,1970
98,98,355.7469272329198,1970
99,99,217.6067432793918,1970
100,100,132.95744870990993,1970
0,0,,1971
1,1,3489275.999999999,1971
2,2,3348331.0000000005,1971
3,3,3337236.0000000005,1971
4,4,3468030.9999999986,1971
5,5,3556777.0000000005,1971
6,6,3787320.000000001,1971
7,7,3977564.0000000014,1971
8,8,3974263.9999999986,1971
9,9,4099362.000000002,1971
10,10,4333927.000000001,1971
11,11,4139134.000000003,1971
12,12,4174936.0000000023,1971
13,13,4192739.0000000005,1971
14,14,4254445.000000004,1971
15,15,4100795.999999997,1971
16,16,4019318.9999999986,1971
17,17,3953863.0000000033,1971
18,18,3878359.000000001,1971
19,19,3836170.999999997,1971
20,20,3796604.999999999,1971
21,21,3553466.000000002,1971
22,22,3509577.999999997,1971
23,23,3459577.9999999977,1971
24,24,3839807.999999998,1971
25,25,2756977.9999999995,1971
26,26,2773244.000000001,1971
27,27,2847813.9999999995,1971
28,28,3003167.0000000023,1971
29,29,2660148.999999999,1971
30,30,2631232.999999999,1971
31,31,2367316.9999999995,1971
32,32,2343542.000000002,1971
33,33,2293383.0000000014,1971
34,34,2281466.999999999,1971
35,35,2252835.999999999,1971
36,36,2222347.9999999995,1971
37,37,2184976.9999999995,1971
38,38,2219511.9999999986,1971
39,39,2240196.000000002,1971
40,40,2304588.0,1971
41,41,2422419.999999998,1971
42,42,2361689.000000001,1971
43,43,2386964.999999998,1971
44,44,2382515.9999999986,1971
45,45,2405799.0,1971
46,46,2450645.0000000005,1971
47,47,2423578.9999999995,1971
48,48,2407120.0000000014,1971
49,49,2454762.999999999,1971
50,50,2374820.0,1971
51,51,2426680.999999999,1971
52,52,2288583.0000000014,1971
53,53,2180834.999999998,1971
54,54,2105748.9999999995,1971
55,55,2082107.9999999984,1971
56,56,2081236.0000000012,1971
57,57,2024298.0000000016,1971
58,58,1982252.9999999988,1971
59,59,1919926.0000000016,1971
60,60,1856716.0000000012,1971
61,61,1885971.999999999,1971
62,62,1772301.0,1971
63,63,1724387.9999999993,1971
64,64,1633125.0,1971
65,65,1585874.9999999998,1971
66,66,1532189.9999999993,1971
67,67,1445723.9999999993,1971
68,68,1367181.0,1971
69,69,1238555.9999999995,1971
70,70,1239994.9999999995,1971
71,71,1223706.9999999993,1971
72,72,1091316.0000000002,1971
73,73,1002799.0000000003,1971
74,74,956615.9999999995,1971
75,75,924314.9999999995,1971
76,76,869664.9999999994,1971
77,77,791081.0000000007,1971
78,78,745949.9999999994,1971
79,79,655410.0000000001,1971
80,80,579632.9999999998,1971
81,81,567154.0000000005,1971
82,82,501102.00000000035,1971
83,83,409310.0000000002,1971
84,84,346871.00000000023,1971
85,85,212365.40336950283,1971
86,86,130016.67014950309,1971
87,87,79600.07758519649,1971
88,88,48733.387760052545,1971
89,89,29835.788927953465,1971
90,90,18266.059759001815,1971
91,91,11182.692489318819,1971
92,92,6846.022966244475,1971
93,93,4190.971796886822,1971
94,94,2565.462480486306,1971
95,95,1570.2724185395443,1971
96,96,960.9844560499067,1971
97,97,587.9584026058209,1971
98,98,359.57963080227245,1971
99,99,219.7586640656548,1971
100,100,134.15568711305423,1971
0,0,,1972
1,1,3567410.9999999995,1972
2,2,3439448.9999999977,1972
3,3,3392092.9999999986,1972
4,4,3396835.0000000014,1972
5,5,3468940.000000003,1972
6,6,3582479.000000001,1972
7,7,3823954.0000000033,1972
8,8,3922523.9999999967,1972
9,9,4048927.9999999967,1972
10,10,4256429.000000004,1972
11,11,4215704.999999997,1972
12,12,4166881.000000001,1972
13,13,4193162.999999997,1972
14,14,4266512.0,1972
15,15,4257060.000000003,1972
16,16,4077624.999999998,1972
17,17,4037980.999999997,1972
18,18,3975747.999999997,1972
19,19,3947499.9999999986,1972
20,20,3895788.999999997,1972
21,21,3696984.9999999977,1972
22,22,3510975.000000003,1972
23,23,3481135.9999999986,1972
24,24,3568207.999999999,1972
25,25,3810706.0000000023,1972
26,26,2730854.0000000005,1972
27,27,2815750.0000000005,1972
28,28,2837490.9999999995,1972
29,29,3045673.0000000005,1972
30,30,2795483.999999998,1972
31,31,2510243.9999999995,1972
32,32,2389361.000000002,1972
33,33,2329854.0,1972
34,34,2358520.0000000005,1972
35,35,2275415.9999999995,1972
36,36,2245081.999999998,1972
37,37,2222773.000000001,1972
38,38,2177718.999999999,1972
39,39,2237432.0000000014,1972
40,40,2255240.999999999,1972
41,41,2294799.999999998,1972
42,42,2421323.0000000023,1972
43,43,2348589.9999999986,1972
44,44,2381131.0000000005,1972
45,45,2368042.000000002,1972
46,46,2390643.000000001,1972
47,47,2442225.0000000005,1972
48,48,2410240.0000000014,1972
49,49,2421470.9999999995,1972
50,50,2430489.0000000014,1972
51,51,2381271.0000000014,1972
52,52,2414096.0000000014,1972
53,53,2272101.9999999986,1972
54,54,2155553.0000000005,1972
55,55,2078268.9999999988,1972
56,56,2058658.9999999993,1972
57,57,2056295.0000000002,1972
58,58,1996197.0000000012,1972
59,59,1964521.0000000014,1972
60,60,1866720.999999999,1972
61,61,1843373.9999999993,1972
62,62,1868900.0000000005,1972
63,63,1762497.9999999986,1972
64,64,1715315.0000000007,1972
65,65,1617902.999999999,1972
66,66,1565388.0,1972
67,67,1499968.0000000012,1972
68,68,1403814.0000000007,1972
69,69,1317163.0,1972
70,70,1165820.0000000007,1972
71,71,1200089.9999999998,1972
72,72,1164701.0000000005,1972
73,73,1041073.9999999997,1972
74,74,946418.0000000001,1972
75,75,902220.0000000002,1972
76,76,877298.9999999997,1972
77,77,821522.0000000005,1972
78,78,751913.0000000006,1972
79,79,698373.9999999999,1972
80,80,600142.9999999998,1972
81,81,545217.0,1972
82,82,526766.0,1972
83,83,462094.99999999994,1972
84,84,369492.00000000006,1972
85,85,225665.71894234922,1972
86,86,137824.25795672782,1972
87,87,84175.35449244687,1972
88,88,51409.45089037833,1972
89,89,31397.775543186075,1972
90,90,19175.70606923018,1972
91,91,11711.114542805997,1972
92,92,7152.138112906067,1972
93,93,4367.75721077525,1972
94,94,2667.205096203121,1972
95,95,1628.598096649767,1972
96,96,994.2720502571104,1972
97,97,606.8593587335808,1972
98,98,370.2482430352066,1972
99,99,225.73872825430246,1972
100,100,137.479984363193,1972
0,0,,1973
1,1,3262328.999999997,1973
2,2,3522332.0000000014,1973
3,3,3485898.0,1973
4,4,3452041.0000000005,1973
5,5,3396993.000000002,1973
6,6,3491085.999999999,1973
7,7,3623683.0,1973
8,8,3761820.000000001,1973
9,9,4005251.9999999977,1973
10,10,4194673.000000002,1973
11,11,4149642.9999999977,1973
12,12,4236384.999999999,1973
13,13,4186825.9999999977,1973
14,14,4262073.000000003,1973
15,15,4273104.999999998,1973
16,16,4236798.999999997,1973
17,17,4095000.9999999967,1973
18,18,4052656.999999999,1973
19,19,4061281.000000001,1973
20,20,3998372.9999999967,1973
21,21,3797653.9999999977,1973
22,22,3655348.0000000005,1973
23,23,3487642.0,1973
24,24,3582405.9999999977,1973
25,25,3547444.9999999986,1973
26,26,3774520.0000000014,1973
27,27,2771417.000000002,1973
28,28,2792958.0,1973
29,29,2899903.9999999995,1973
30,30,3177851.9999999977,1973
31,31,2673715.000000001,1973
32,32,2531846.9999999995,1973
33,33,2373292.000000001,1973
34,34,2396127.0000000014,1973
35,35,2347686.999999999,1973
36,36,2262621.000000001,1973
37,37,2245781.9999999995,1973
38,38,2210794.0000000005,1973
39,39,2203108.0000000005,1973
40,40,2256185.999999999,1973
41,41,2236841.0,1973
42,42,2294160.9999999995,1973
43,43,2406059.9999999995,1973
44,44,2346826.999999998,1973
45,45,2365456.000000001,1973
46,46,2353252.999999998,1973
47,47,2383629.0,1973
48,48,2424640.000000002,1973
49,49,2433194.9999999995,1973
50,50,2386050.9999999995,1973
51,51,2445651.000000001,1973
52,52,2367807.000000001,1973
53,53,2400538.0000000023,1973
54,54,2246798.0000000014,1973
55,55,2127097.000000002,1973
56,56,2055939.9999999993,1973
57,57,2034584.0000000016,1973
58,58,2027978.0,1973
59,59,1983358.0,1973
60,60,1897201.9999999986,1973
61,61,1865564.000000001,1973
62,62,1827066.0000000005,1973
63,63,1859114.0000000007,1973
64,64,1750243.000000001,1973
65,65,1698598.0000000014,1973
66,66,1594780.9999999998,1973
67,67,1530467.0000000005,1973
68,68,1458335.0000000005,1973
69,69,1353464.9999999998,1973
70,70,1232618.9999999988,1973
71,71,1134139.999999999,1973
72,72,1139517.000000001,1973
73,73,1119838.0000000002,1973
74,74,985307.0000000008,1973
75,75,892135.0000000001,1973
76,76,857799.9999999993,1973
77,77,829256.9999999999,1973
78,78,785935.9999999995,1973
79,79,700339.0000000006,1973
80,80,632789.0000000005,1973
81,81,570526.9999999998,1973
82,82,501303.0,1973
83,83,483986.99999999977,1973
84,84,417053.99999999977,1973
85,85,253530.57258153555,1973
86,86,154123.17617740217,1973
87,87,93692.5050750869,1973
88,88,56956.143979482025,1973
89,89,34623.77199139442,1973
90,90,21047.717539066365,1973
91,91,12794.709099528975,1973
92,92,7777.629318194102,1973
93,93,4727.700347845223,1973
94,94,2873.6204588269034,1973
95,95,1746.5082315316665,1973
96,96,1061.3263359494586,1973
97,97,644.7979560203019,1973
98,98,391.58652062622093,1973
99,99,237.65695879123663,1973
100,100,144.08176156590588,1973
0,0,,1974
1,1,3076817.0,1974
2,2,3227239.000000002,1974
3,3,3571284.0000000023,1974
4,4,3545915.0000000014,1974
5,5,3450078.999999998,1974
6,6,3414383.9999999995,1974
7,7,3536215.0000000023,1974
8,8,3555210.0000000023,1974
9,9,3849313.0000000033,1974
10,10,4139446.9999999986,1974
11,11,4098452.9999999977,1974
12,12,4162888.000000003,1974
13,13,4258682.999999999,1974
14,14,4251081.000000002,1974
15,15,4273266.000000002,1974
16,16,4257207.999999999,1974
17,17,4253657.0,1974
18,18,4102644.0000000023,1974
19,19,4154823.0,1974
20,20,4102553.000000002,1974
21,21,3900766.0000000033,1974
22,22,3756546.9999999986,1974
23,23,3635084.0000000005,1974
24,24,3580457.0,1974
25,25,3566867.999999997,1974
26,26,3515744.000000003,1974
27,27,3824861.9999999995,1974
28,28,2737606.0000000014,1974
29,29,2876037.0000000023,1974
30,30,3007713.9999999995,1974
31,31,3047967.999999999,1974
32,32,2694784.999999998,1974
33,33,2512797.0000000023,1974
34,34,2441019.0,1974
35,35,2380890.000000001,1974
36,36,2329766.0000000014,1974
37,37,2264038.0000000005,1974
38,38,2229425.0000000005,1974
39,39,2244801.0,1974
40,40,2225104.999999998,1974
41,41,2229194.999999998,1974
42,42,2236552.000000002,1974
43,43,2277210.999999999,1974
44,44,2408505.9999999986,1974
45,45,2330127.000000002,1974
46,46,2351167.0000000005,1974
47,47,2348110.0,1974
48,48,2362542.9999999995,1974
49,49,2456745.9999999986,1974
50,50,2386888.999999999,1974
51,51,2409372.999999999,1974
52,52,2431596.9999999986,1974
53,53,2356947.0000000014,1974
54,54,2375247.000000001,1974
55,55,2217740.000000001,1974
56,56,2106654.000000001,1974
57,57,2033464.9999999995,1974
58,58,2006778.0000000005,1974
59,59,2021246.9999999986,1974
60,60,1903449.0000000016,1974
61,61,1910517.0000000002,1974
62,62,1851217.9999999998,1974
63,63,1816165.0000000012,1974
64,64,1846089.9999999988,1974
65,65,1732361.9999999993,1974
66,66,1675016.999999999,1974
67,67,1558455.0,1974
68,68,1490559.9999999993,1974
69,69,1407520.0000000002,1974
70,70,1258581.000000001,1974
71,71,1211742.0000000005,1974
72,72,1074127.9999999998,1974
73,73,1100497.9999999998,1974
74,74,1065363.9999999995,1974
75,75,932415.9999999998,1974
76,76,851912.9999999999,1974
77,77,811684.9999999995,1974
78,78,798789.9999999999,1974
79,79,731585.9999999994,1974
80,80,627171.9999999995,1974
81,81,611424.0000000001,1974
82,82,525654.9999999998,1974
83,83,456168.9999999999,1974
84,84,434141.9999999999,1974
85,85,263511.2274582505,1974
86,86,159943.29029146762,1974
87,87,97080.55194010636,1974
88,88,58924.69037584673,1974
89,89,35765.18746692811,1974
90,90,21708.039940986204,1974
91,91,13175.75851235515,1974
92,92,7996.910794991889,1974
93,93,4853.500219053861,1974
94,94,2945.541038135927,1974
95,95,1787.465073158712,1974
96,96,1084.546502326042,1974
97,97,657.8952875836948,1974
98,98,398.9303568016157,1974
99,99,241.74614389490688,1974
100,100,146.33987899067313,1974
0,0,,1975
1,1,3005595.000000002,1975
2,2,3051605.0,1975
3,3,3276743.000000002,1975
4,4,3635194.999999997,1975
5,5,3545888.0000000005,1975
6,6,3467500.9999999977,1975
7,7,3467426.000000001,1975
8,8,3463856.999999997,1975
9,9,3649460.0000000033,1975
10,10,3972390.9999999977,1975
11,11,4056388.0000000014,1975
12,12,4106909.9999999977,1975
13,13,4189041.000000003,1975
14,14,4321155.999999998,1975
15,15,4268471.000000001,1975
16,16,4263489.000000001,1975
17,17,4274385.0,1975
18,18,4255536.999999997,1975
19,19,4222944.000000001,1975
20,20,4187886.000000003,1975
21,21,4007932.9999999977,1975
22,22,3862913.999999999,1975
23,23,3742778.0,1975
24,24,3725324.999999998,1975
25,25,3572437.000000002,1975
26,26,3538718.0000000014,1975
27,27,3564531.0000000014,1975
28,28,3762889.000000002,1975
29,29,2841780.999999998,1975
30,30,2966547.000000001,1975
31,31,2893216.0,1975
32,32,3070791.0000000023,1975
33,33,2673948.0000000005,1975
34,34,2586404.0000000005,1975
35,35,2422829.000000001,1975
36,36,2359517.0,1975
37,37,2333477.0000000005,1975
38,38,2244458.0,1975
39,39,2273389.0000000014,1975
40,40,2272232.0000000014,1975
41,41,2191105.000000001,1975
42,42,2230659.9999999986,1975
43,43,2218979.999999998,1975
44,44,2284182.999999999,1975
45,45,2391228.9999999995,1975
46,46,2317276.9999999986,1975
47,47,2348673.0,1975
48,48,2324152.999999998,1975
49,49,2403029.9999999995,1975
50,50,2399716.0000000005,1975
51,51,2419175.999999999,1975
52,52,2395310.0000000014,1975
53,53,2424569.000000002,1975
54,54,2333507.999999998,1975
55,55,2346160.0,1975
56,56,2200058.000000001,1975
57,57,2086288.9999999984,1975
58,58,2006935.9999999995,1975
59,59,2006314.0000000012,1975
60,60,1928253.0000000005,1975
61,61,1931106.9999999988,1975
62,62,1899483.999999999,1975
63,63,1839875.999999999,1975
64,64,1800531.0000000014,1975
65,65,1827809.999999999,1975
66,66,1707369.9999999988,1975
67,67,1636898.9999999998,1975
68,68,1519930.000000001,1975
69,69,1440341.0,1975
70,70,1300704.9999999993,1975
71,71,1248109.9999999993,1975
72,72,1149405.9999999998,1975
73,73,1038666.0000000009,1975
74,74,1047780.9999999993,1975
75,75,1013748.0000000001,1975
76,76,896926.9999999999,1975
77,77,807751.9999999995,1975
78,78,785263.0000000002,1975
79,79,742365.9999999995,1975
80,80,650375.0000000002,1975
81,81,612718.9999999998,1975
82,82,566180.0000000001,1975
